tconst;original_title;startYear;runtimeMinutes;genres;genre_numeric;averageRating;poster_path;acteurs/trice;director;overview_fr
tt0075036;Parlez-nous d'amour;1976;115;Drama;1;7.2;/4YPPxPH1GiGBCT0wSWXVotuTlGL.jpg;Jacques Boulanger, Benoît Girard, Claude Michaud, Anne Létourneau, Nicole Cloutier, Véronique Béliveau, Rita Lafontaine, Françoise Berd, Amulette Garneau, Elyse Varo;Jean-Claude Lord;Un animateur de télévision tente de réagir au processus d'aliénation auquel le public est soumis à partir d'émissions de variétés.
tt0075243;Son nom de Venise dans Calcutta désert;1976;114;Drama;1;7.3;/hNSNaUKSxcbvgicmR6ne3cF1k7a.jpg;Michael Lonsdale, Nicole Hiss, Sylvie Nuytten, Delphine Seyrig, Marie-Pierre Thiebaut;Marguerite Duras;La bande son complète du film de Marguerite Duras 1975 India Song, sur l'épouse d'un ambassadeur de France dans les années 1930, est ici réaménagée avec toute la nouvelle cinématographie. Comme nous entendons tout le dialogue d'un film passé, nous voyageons visuellement à travers des images d'absence et de pourriture, de déchéance de vie. C'est le fantôme d'un film, et un autre commentaire sur le colonialisme.
tt0074152;L'Argent de poche;1976;104;Comedy,Drame;0;7.6;/lBOkXZ2RsL2BO6NlrFgR9yT7J4I.jpg;Georges Desmouceaux, Philippe Goldmann, Jean-François Stévenin, René Barnerias, Jean-Marie Carayon, Nicole Félix, Chantal Mercier, Virginie Thévenet, Tania Torrens, Katy Carayon;François Truffaut;Diverses expériences de l'enfance sont vues dans plusieurs séquences qui ont lieu dans la petite ville de Thiers, en France. Vignettes comprennent l'éveil d'un garçon à l'égard des filles, des couples à double datation au cinéma, des frères donnant une coupe de cheveux à leur ami, un garçon qui a affaire à une vie domestique abusive, un bébé et un chat assis à une fenêtre ouverte, un enfant qui raconte une blague sale, et un garçon qui développe un béguin sur la mère de son ami.
tt0074720;Le jouet;1976;95;Comedy,Drame;0;7.4;/o4X5KTSqAvelfw49Gx5BZDUEYCm.jpg;Pierre Richard, Michel Bouquet, Fabrice Greco, Jacques François, Daniel Ceccaldi, Charles Gérard, Michel Aumont, Gérard Jugnot, Michel Robin, Suzy Dyson;Francis Veber;Quand Francois, journaliste, visite un grand magasin pour un article, il est choisi par le fils du propriétaire du journal, Rambal-Cochet, comme son nouveau jouet. Nécessitant de l'argent et ne voulant pas quitter son travail, Francois accepte cette tâche ridicule. Peu à peu en se louant d'amitié avec le garçon gâté, il l'incite à jouer à la rédaction d'un journal, révélant publiquement le mode de vie tyrannique du père.
tt0075938;Le Diable probablement;1977;95;Drama;1;7.1;/8y00J2rVtxHntKMukkkzsYKQORe.jpg;Antoine Monnier, Henri de Maublanc, Nicolas Deguy, Régis Hanrion, Geoffroy Gaussen, Roger Honorat, Vincent Cottrel, Tina Irissari, Laetitia Carcano, Laurence Delannoy;Robert Bresson;Un groupe de jeunes parisiens désillusionnés recherchent la satisfaction dans l'activisme politique, la religion, la romance, la musique et la drogue.
tt0076652;Safrana ou le droit à la parole;1978;110;Drama;1;7.0;/A207lF96bDqDjz3a2OvBeYAZQG1.jpg;Joseph Akouissone, Maurice Alezra, Patrick Demeester, Georges Durupt, Richard Flin, Bernard Guenau, Gérard Guérin, Béatrice Boffety, Micheline Durupt, Evane Hanska;Sidney Sokhona;Quatre jeunes travailleurs africains tentent de briser le sort de leur vie pauvre à Paris en cherchant des informations adaptables à leur propre pays aux petits agriculteurs de la Côte d'Or.
tt0076348;La Vie devant soi;1977;105;Comedy,Drame;0;7.1;/9LtJbMdE9rhJ1xw0W3yT41EU9Ia.jpg;Samy Ben-Youb, Gabriel Jabbour, Bernard Lajarrige, Mohamed Zinet, Elio Bencoil, Abderrahmane El Kebir, Simone Signoret, Michal Bat-Adam, Geneviève Fontanel, Stella Annicette;Moshé Mizrahi;Madame Rosa vit dans une promenade au sixième étage dans la Pigalle elle est une prostituée à la retraite, juive et survivante d'Auschwitz, une mère nourricière pour les enfants d'autres prostituées. Momo est le plus âgé et son préféré, un garçon algérien qu'elle élève en tant que musulman. Il demande à ses parents elle répond évasivement. Comme elle vieillit et prend moins d'enfants, Momo doit faire plus pour elle comme l'argent est serré, il essaie de gagner des sous dans la rue avec une marionnette. C'est un bel homme-enfant, et Madame Rosa lui fait promettre de ne jamais se vendre ou devenir un mac.
tt0078796;L'Arrache-cœur;1979;92;Drama;1;7.3;/erbNRgSrc9TUmPbXA5bWWAokDuo.jpg;Michel Mondy, Samuel Cholakian, Jacques Létourneau, Guy Godin, Gilbert Comtois, Normand Lévesque, Louise Marleau, Françoise Faucher, Dyne Mousso, Anne Létourneau;Mireille Dansereau;Le mariage d'une femme est en crise en raison de sa relation difficile et complexe avec sa mère.
tt0079581;Mourir à tue-tête;1979;96;Drama;1;7.0;/nbInYh1h1EEzCXEnDRkZQbn1WhU.jpg;Germain Houde, Paul Savoie, Julie Vincent, Monique Miller, Micheline Lanctôt, Luce Guilbeault, Christiane Raymond, Louise Portal, Muriel Dutil, Julie Morand;Anne Claire Poirier;"Une réalisatrice et une rédactrice, toutes deux femmes, ne peuvent pas travailler sur un film présentant le viol d'une infirmière sans réagir sur les scènes sur lesquelles elles travaillent, la situation de la femme en général, et la façon dont la ""Justice"" gère ces cas de viol."
tt0159576;Monsieur Suzuki;1960;98;Drama;1;7.4;/mHfLdRi7YGtEs7yjUvNcoUDR5Sa.jpg;Jean Thielment, Ivan Desny, Jean Tissier, Pierre Dudan, Don Ziegler, Maurice Teynac, Robert Dalban, Claude Farell, Danielle Godet, Célina Cély;Robert Vernay;Non renseigné
tt0196879;La Pyramide humaine;1961;90;Drama;1;7.6;/uemKPMHvdpAOHzZhekq2Ucbrrg3.jpg;Non renseigné;Jean Rouch;"Jean Rouch donne à un groupe d'adolescents noirs et blancs une question ""et si"" : et s'ils se socialisaient ? Les adolescents improvisent alors leurs propres personnages et situations."
tt0252330;Le Clair de terre;1970;98;Comedy,Drame;0;7.3;/rOsJovWzuY0R7Yn8pz2CdxzF5cC.jpg;Patrick Jouané, Jacques Zanetti, Roger Hanin, Jacques François, Edwige Feuillère, Annie Girardot, Elina Labourdette, Carole Achache, Micheline Presle, Lucienne Boyer;Guy Gilles;Le héros tunisien du film décide de rompre avec sa vie désordonnée mais ravagée par l'habitude à Paris, et part découvrir sa patrie, qu'il a quittée à 6 ans, et raviver la mémoire de sa mère, morte quand il était enfant.
tt0284376;Où êtes-vous donc?;1969;96;Drama;1;7.0;/5oRNuBjDU1SrkNUUIGWehDj0n08.jpg;Jean-Claude Bernard, Georges Dor, nan, Diane Bernatchez, Danielle Jourdan, Claudine Monfette, Marjolaine Tugeon;Gilles Groulx;Ce long métrage expérimental de Gilles Groulx s'inspire de trois personnages principaux qui incarnent des attitudes différentes à l'égard du consumérisme. Fenêtre sur le Québec à la fin des années 1960, ce film de protestation explore ces personnages quotidiennement, leurs essais et leurs aspirations.Où es-tu? est une œuvre novatrice et militante, animée par un langage cinématographique qui comprend sous-titres et intertitres, citations, voix hors écran et chansons et références à la publicité.
tt12873248;Fetish;2022;92;Drama;1;7.0;/zZ0Qbyc1NGlxSB82ZTsyh25KSAl.jpg;Alejandro Estrada, Roberto Palazuelos, Nataly Umaña;Joaquin Rodriguez;Non renseigné
tt13531468;En corps;2022;117;Comedy,Drame;0;7.1;/ue6GyiX9dLSpmmAze1pPYcIlUrf.jpg;Hofesh Shechter, Denis Podalydès, Pio Marmaï, François Civil, Mehdi Baki, Marion Barbeau, Muriel Robin, Souheila Yacoub, Alexia Giordano, Marion Gautier de Charnacé;Cédric Klapisch;Elise pensait qu'elle avait la vie parfaite : un petit ami idéal et une carrière prometteuse en tant que danseuse de ballet. Tout s'écroule le jour où elle l'attrape la tromper avec sa sauvegarde sur scène  et après qu'elle souffre d'une blessure sur scène, il semble qu'elle ne puisse plus jamais danser. Une histoire réconfortante et inspirante qui nous raconte comment parfois, la pire chose qui pourrait arriver peut se révéler être la meilleure.
tt18550220;Chien de la casse;2023;93;Comedy,Drame;0;7.0;/pBti2tzvpbHT6ueXJaFjTEnL2wg.jpg;Anthony Bajon, Raphaël Quenard, Bernard Blancan, Nathan Le Graciet, Mike Reilles, Mathieu Amilien, Galatéa Bellugi, Dominique Reymond, Mélanie Martinez, Evelina Pitti;Jean-Baptiste Durand;Le chien et le Mirales vivent dans un petit village du sud de la France et passent leurs journées juste en train de traîner. Pour tuer le temps, Mirales a pris l'habitude de taquiner le chien sans pitié. Mais cet été est différent : le chien rencontre Elsa et les fleurs de romance. Alors que la jalousie mange à Mirales, la distance qui s'ouvre entre les deux amis permettra à chacun de grandir et de se définir.
tt14586118;Une belle course;2022;91;Comedy,Drame;0;7.1;/akbbDgV5L4h5k0zQ9Nk3n6bfoTi.jpg;Dany Boon, Jérémie Laheurte, Hadriel Roure, Thomas Alden, Christophe Rossignon, Elie Kaempfen, Line Renaud, Alice Isaaz, Gwendoline Hamon, Julie Delarme;Christian Carion;Un trajet en taxi qui semble simple à travers Paris se transforme en une méditation profonde sur les réalités du conducteur, dont la vie personnelle est en ruine, et son sort, une femme âgée dont la chaleur est calomnieuse par rapport à son passé.
tt19719836;Retour à Séoul;2022;119;Drama;1;7.0;/x0bOXCGMxHc4RHeeZQFFLIM6fZJ.jpg;Oh Gwang-Rok, Guka Han, Yoann Zimmer, Louis-Do de Lencquesaing, Hur Ouk-Sook, Son Seung-Beom, Dong-Seok Kim, Park Ji-min, Kim Sun-young, Heo Jin;Davy Chou;Sur l'impulsion de renouer avec ses origines, Freddie, 25 ans, revient pour la première fois en Corée du Sud, où elle est née, avant d'être adoptée et élevée en France. La jeune femme en tête commence à chercher ses parents biologiques dans un pays qu'elle connaît si peu, prenant sa vie dans des directions nouvelles et inattendues.
tt26749243;Des hommes, la nuit;2023;105;Comedy,Drame;0;7.3;/yMFVIslISfsbKuczg4RvxFGY1Vt.jpg;Pierre Verville, Jean-Moïse Martin, Matai Stevens, Derrick Frenette, Jacob Whiteduck-Lavoie, Richard Turcotte, Jade Charbonneau, Jade Charbonneau, Jade Charbonneau, Édith Cochrane, Sonia Vachon, Marie-Evelyne Lessard;Minh Anh Truong;Trois hommes de générations différentes sont à la croisée des chemins et doivent, du jour au lendemain, se redéfinir pour passer à l'étape suivante de leur vie.
tt22766520;Respire;2022;90;Drama;1;7.4;/54kksPG9J0M8qHJ0L5UWwvZKFH3.jpg;Amédamine Ouerghi, Frédéric Lemay, Vincent Fafard, Guillaume Laurin, Roger Léger, Mohamed Marouazi, Luis Oliva, Jad Saikali, Claudia Bouvette, Houda Rihani;Onur Karaman;Fouad, un immigrant marocain de 15 ans, et Max, un Québécois de 27 ans, vivent tous deux des vies frustrantes. Leurs destins respectifs les conduisent à faire face, dans une situation d'où ni l'un ni l'autre ne sortiront indemnes.
tt24070754;Je verrai toujours vos visages;2023;118;Drama;1;7.5;/wNo8WsNb8y5jCx8hYfISL5Uz6kz.jpg;Birane Ba, Dali Benssalah, Jean-Pierre Darroussin, Gilles Lellouche, Leïla Bekhti, Anne Benoît, Élodie Bouchez, Suliane Brahim, Adèle Exarchopoulos, Miou-Miou;Jeanne Herry;Depuis 2014, les programmes français de justice réparatrice offrent un espace sûr pour le dialogue supervisé entre les délinquants et les victimes. Grégoire, Nawelle et Sabine, victimes de braquages et de vols violents, acceptent de se joindre à l'un de ces groupes de discussion aux côtés des délinquants Nassim, Issa et Thomas, tous condamnés pour vols violents.
tt26680242;Sages-femmes;2023;99;Drama;1;7.1;/qQK9E9QA0LXyEO6hq1gpC22GFh.jpg;Quentin Vernede, Simon Roth, Khadija Kouyaté, Héloïse Janjaud, Myriem Akheddiou, Tarik Kariouh, Lucie Mancipoz, Marine Gesbert, Fleur Fitoussi, Marushka Jury;Léa Fehner;Après 5 ans d'apprentissage de la profession de sage-femme, le plus bel emploi au monde, Louise et Sofia entrent enfin dans la vie active et assument d'énormes responsabilités dans un monde où, à un rythme frénétique, ils gèrent la naissance, la maternité et parfois la mort. Leur vocation résistera-t-elle à une telle tempête ?
tt27531109;Le Ravissement;2023;97;Drama;1;7.0;/ld7Gdzj0prhCRau33zdyXetoKjD.jpg;Alexis Manenti, Younes Boucif, Dusko Badnjar, Grégoire Didelot, Mathieu Perotto, Hafsia Herzi, Nina Meurisse, Radmila Karabatic, Ana Blagojevic, Brigitte Froment;Iris Kaltenbäck;Lydia, une sage-femme très investie dans son travail, est au milieu d'une rupture. En même temps, sa meilleure amie, Salomé, lui annonce qu'elle est enceinte et lui demande de suivre sa grossesse. Le jour où Lydia rencontre Milos, un rendez-vous d'une nuit, alors qu'elle tient le bébé de son amie dans ses bras, elle s'enfonce dans un mensonge, au risque de tout perdre.
tt9660502;Close;2022;104;Drama;1;7.8;/j7ReE0UZ9sgtfLvzszMgQw8Mxb2.jpg;Eden Dambrine, Gustav De Waele, Igor van Dessel, Kevin Janssens, Marc Weiss, Léon Bataille, Robin Keyaert, Émilie Dequenne, Léa Drucker, Serine Ayari;Lukas Dhont;Deux jeunes de treize ans ont toujours été incroyablement proches, mais ils s'éloignent après que l'intimité de leur relation soit remise en question par des camarades d'école. Un portrait émotionnellement transformateur et inoubliable de l'intersection de l'amitié et de l'amour, de l'identité et de l'indépendance, et du chagrin et de la guérison.
tt0144785;Les beaux dimanches;1974;93;Drama;1;7.6;/nW5dQ8nhs3BVSqzWpigf6q4F6yg.jpg;Jean Duceppe, Yvon Dufour, Yves Létourneau, Gérard Poirier, Robert Maltais, Denise Filiatrault, Luce Guilbeault, Andrée Lachapelle, Catherine Bégin, Louise Portal;Richard Martin;Non renseigné
tt0188266;Utopia;1978;92;Drama;1;7.1;/6vPsJKO4OBhn3rQngt1LMD2NY4i.jpg;Laurent Terzieff, Jean Dasté, Gérard Blain, Edouard Jacquemaire, Emilio Sánchez-Ortiz, Dominique Sanda, Anne-Marie Deschodt, Catherine Gauvreau;Iradj Azimi;Après avoir été douloureusement séparé de la femme qu'il aime, Julien quitte son appartement. Il va à la recherche de ses vieux amis mais personne ne se trouve et la ville est silencieuse.
tt0202062;Le vieux pays où Rimbaud est mort;1977;114;Drama;1;7.3;/nGInAItTJk5gNenj2JxPoW41YDh.jpg;Marcel Sabourin, Roger Blin, François Perrot, Jean-François Bayonne, Fernand Berset, Tomasz Bialkowski, Anouk Ferjac, Myriam Boyer, Germaine Delbat, Madeleine Bouchez;Jean Pierre Lefebvre;Un homme d'âge moyen voyage en France et est découragé par l'attitude des gens à l'égard de sa terre natale jusqu'à ce qu'il rencontre et commence des relations avec deux femmes seules.
